IdSensore,Tipologia,Unità DiMisura,IdStazione,NomeStazione,Quota,Provincia,NomeComune,Indirizzo,CGB_Nord,CGB_Est,lng,lat,location
14568,Temperatura,°C,1378,Tignale-Oldesio,374,BS,Tignale,Oldesio,5065803,1633924,10.7209063,45.7326393,"(45.7326393, 10.7209063)"
14569,Umidità Relativa,%,1378,Tignale-Oldesio,374,BS,Tignale,Oldesio,5065803,1633924,10.7209063,45.7326393,"(45.7326393, 10.7209063)"
14570,Direzione Vento,°,1378,Tignale-Oldesio,374,BS,Tignale,Oldesio,5065803,1633924,10.7209063,45.7326393,"(45.7326393, 10.7209063)"
14571,Velocità Vento,m/s,1378,Tignale-Oldesio,374,BS,Tignale,Oldesio,5065803,1633924,10.7209063,45.7326393,"(45.7326393, 10.7209063)"
14584,Radiazione Globale,W/mq,1378,Tignale-Oldesio,374,BS,Tignale,Oldesio,5065803,1633924,10.7209063,45.7326393,"(45.7326393, 10.7209063)"
14605,Precipitazione,mm,1380,Tremezzo,309,CO,Tremezzo,Serbatoio Idrico Comunale,5092726,1516607,9.2140589,45.9877167,"(45.9877167, 9.2140589)"
14606,Temperatura,°C,1380,Tremezzo,309,CO,Tremezzo,Serbatoio Idrico Comunale,5092726,1516607,9.2140589,45.9877167,"(45.9877167, 9.2140589)"
14607,Umidità Relativa,%,1380,Tremezzo,309,CO,Tremezzo,Serbatoio Idrico Comunale,5092726,1516607,9.2140589,45.9877167,"(45.9877167, 9.2140589)"
14627,Umidità Relativa,%,1206,Cavaria,274,VA,Cavaria con Premezzo,via Cantalupa c/o Prot.civile e circolo anziani,5059587,1485053,8.80769797,45.68949617,"(45.68949617, 8.80769797)"
14634,Direzione Vento,°,1233,Lurago Marinone *,296,CO,Lurago Marinone,area comunale ex depuratore zona industriale,5061887,1497877,8.97238367,45.71035675,"(45.71035675, 8.97238367)"
14635,Velocità Vento,m/s,1233,Lurago Marinone *,296,CO,Lurago Marinone,area comunale ex depuratore zona industriale,5061887,1497877,8.97238367,45.71035675,"(45.71035675, 8.97238367)"
14645,Temperatura,°C,1382,VEDDASCA - Monte Cadrigna,"1,302",VA,Veddasca,Monte Cadrigna,5102075,1482148,,,
14648,Umidità Relativa,%,1382,VEDDASCA - Monte Cadrigna,"1,302",VA,Veddasca,Monte Cadrigna,5102075,1482148,,,
14653,Direzione Vento,°,1382,VEDDASCA - Monte Cadrigna,"1,302",VA,Veddasca,Monte Cadrigna,5102075,1482148,,,
14654,Velocità Vento,m/s,1382,VEDDASCA - Monte Cadrigna,"1,302",VA,Veddasca,Monte Cadrigna,5102075,1482148,,,
14661,Precipitazione,mm,1382,VEDDASCA - Monte Cadrigna,"1,302",VA,Veddasca,Monte Cadrigna,5102075,1482148,,,
14664,Precipitazione,mm,1383,SAREZZO-Via d.Fonte,290,BS,Sarezzo,Via d.Fonte,5057845,1592496,10.1869402,45.6677818,"(45.6677818, 10.1869402)"
14665,Temperatura,°C,1383,SAREZZO-Via d.Fonte,290,BS,Sarezzo,Via d.Fonte,5057845,1592496,10.1869402,45.6677818,"(45.6677818, 10.1869402)"
14667,Umidità Relativa,%,1383,SAREZZO-Via d.Fonte,290,BS,Sarezzo,Via d.Fonte,5057845,1592496,10.1869402,45.6677818,"(45.6677818, 10.1869402)"
14670,Direzione Vento,°,1383,SAREZZO-Via d.Fonte,290,BS,Sarezzo,Via d.Fonte,5057845,1592496,10.1869402,45.6677818,"(45.6677818, 10.1869402)"
14671,Velocità Vento,m/s,1383,SAREZZO-Via d.Fonte,290,BS,Sarezzo,Via d.Fonte,5057845,1592496,10.1869402,45.6677818,"(45.6677818, 10.1869402)"
14684,Temperatura,°C,1420,GORDONA-CERMINE,"1,362",SO,Gordona,Avert Cermeno,5126516,1526153,9.3391666,46.2913895,"(46.2913895, 9.3391666)"
14687,Umidità Relativa,%,1420,GORDONA-CERMINE,"1,362",SO,Gordona,Avert Cermeno,5126516,1526153,9.3391666,46.2913895,"(46.2913895, 9.3391666)"
14692,Direzione Vento,°,1420,GORDONA-CERMINE,"1,362",SO,Gordona,Avert Cermeno,5126516,1526153,9.3391666,46.2913895,"(46.2913895, 9.3391666)"
14693,Velocità Vento,m/s,1420,GORDONA-CERMINE,"1,362",SO,Gordona,Avert Cermeno,5126516,1526153,9.3391666,46.2913895,"(46.2913895, 9.3391666)"
14700,Precipitazione,mm,1420,GORDONA-CERMINE,"1,362",SO,Gordona,Avert Cermeno,5126516,1526153,9.3391666,46.2913895,"(46.2913895, 9.3391666)"
14704,Direzione Vento Scalare,°,856,Fortunago *,501,PV,Fortunago,POLINAGO,4973268,1515419,9.19499417,44.91250111,"(44.91250111, 9.19499417)"
14705,Velocità Vento Scalare,m/s,856,Fortunago *,501,PV,Fortunago,POLINAGO,4973268,1515419,9.19499417,44.91250111,"(44.91250111, 9.19499417)"
14712,Precipitazione,mm,868,Peregallo *,180,MB,Lesmo,V.RISORGIMENTO-PEREGALLO,5053579,1523339,9.29910483,45.63518697,"(45.63518697, 9.29910483)"
14716,Direzione Vento scalare,,1545,San Siro,"1,285",CO,San Siro,Alpe Rescascia,5102090,1518457,9.2383327,46.0719452,"(46.0719452, 9.2383327)"
14717,Velocità Vento scalare,,1545,San Siro,"1,285",CO,San Siro,Alpe Rescascia,5102090,1518457,9.2383327,46.0719452,"(46.0719452, 9.2383327)"
14724,Precipitazione,mm,1545,San Siro,"1,285",CO,San Siro,Alpe Rescascia,5102090,1518457,9.2383327,46.0719452,"(46.0719452, 9.2383327)"
14725,Temperatura,°C,1545,San Siro,"1,285",CO,San Siro,Alpe Rescascia,5102090,1518457,9.2383327,46.0719452,"(46.0719452, 9.2383327)"
14728,Umidità Relativa,%,1545,San Siro,"1,285",CO,San Siro,Alpe Rescascia,5102090,1518457,9.2383327,46.0719452,"(46.0719452, 9.2383327)"
14733,Direzione Vento scalare,,857,Passo del Giovà,"1,363",PV,Santa Margherita di Staffora,PASSO DEL GIOVA,4947507,1517419,9.21944889,44.68055183,"(44.68055183, 9.21944889)"
14734,Velocità Vento scalare,,857,Passo del Giovà,"1,363",PV,Santa Margherita di Staffora,PASSO DEL GIOVA,4947507,1517419,9.21944889,44.68055183,"(44.68055183, 9.21944889)"
14741,Precipitazione,mm,1546,RHO-Scalo Fiorenza (prato),143,MI,Rho,"via Triboniano, 220",5040499,1506894,9.08777,45.5178,"(45.5178, 9.08777)"
14742,Temperatura,°C,1546,RHO-Scalo Fiorenza (prato),143,MI,Rho,"via Triboniano, 220",5040499,1506894,9.08777,45.5178,"(45.5178, 9.08777)"
14745,Umidità Relativa,%,1546,RHO-Scalo Fiorenza (prato),143,MI,Rho,"via Triboniano, 220",5040499,1506894,9.08777,45.5178,"(45.5178, 9.08777)"
14750,Direzione Vento scalare,,1547,RHO-Scalo Fiorenza (tetto),143,MI,Rho,"via Triboniano, 220",5040441,1507182,9.091389,45.51722,"(45.51722, 9.091389)"
14751,Velocità Vento scalare,,1547,RHO-Scalo Fiorenza (tetto),143,MI,Rho,"via Triboniano, 220",5040441,1507182,9.091389,45.51722,"(45.51722, 9.091389)"
104949,Temperatura,°C,1240,Vittorio Veneto - Cene *,361,BG,Cene,cabina gas metano comunale,5070410,1563922,9.82188244,45.78454989,"(45.78454989, 9.82188244)"
104952,Precipitazione,mm,1240,Vittorio Veneto - Cene *,361,BG,Cene,cabina gas metano comunale,5070410,1563922,9.82188244,45.78454989,"(45.78454989, 9.82188244)"
