IdSensore,Tipologia,Unità DiMisura,IdStazione,NomeStazione,Quota,Provincia,NomeComune,Indirizzo,CGB_Nord,CGB_Est,lng,lat,location
11667,Velocità Vento Scalare,m/s,848,La Vallaccia *,"2,655",SO,Livigno,LIVIGNO,5147863,1592569,10.20555831,46.47778008,"(46.47778008, 10.20555831)"
11668,Velocità Vento Scalare,m/s,900,Chiari *,140,BS,Chiari,CANALE TRAVAGLIATA,5041413,1573264,9.93777786,45.52222175,"(45.52222175, 9.93777786)"
11669,Velocità Vento Scalare,m/s,998,Laveno Molo (Comune Laveno),207,VA,Laveno Mombello,PIAZZA CADUTI DEL LAVORO,5084129,1470452,8.61868417,45.90991464,"(45.90991464, 8.61868417)"
11670,Velocità Vento Scalare,m/s,999,Poggio S.Elsa (Comune Laveno),951,VA,Laveno Mombello,POGGIO S.ELSA,5084036,1472514,8.64527508,45.90916289,"(45.90916289, 8.64527508)"
11671,Velocità Vento,m/s,1273,Bagni di Masino,"1,191",SO,Val Masino,via Bagni,5121292,1546007,9.59643936,46.24345747,"(46.24345747, 9.59643936)"
11827,Direzione Vento,°,102,S.Colombano al Lambro (ersaf) *,80,MI,San Colombano al Lambro,via Serafina - c/o Vigneto Sperimentale Moretto,5003859,1538227,9.48625681,45.18700408,"(45.18700408, 9.48625681)"
11828,Direzione Vento,°,106,Varzi (ersaf),500,PV,Varzi,Nivione,4963427,1515446,9.19503519,44.82391153,"(44.82391153, 9.19503519)"
11829,Direzione Vento,°,107,Sondrio (ersaf),307,SO,Sondrio,via Valeriana 32 - c/o Ist. Fondazione Fojanini,5112818,1565532,9.84850281,46.16559603,"(46.16559603, 9.84850281)"
11830,Direzione Vento,°,108,Samolaco (ersaf),206,SO,Samolaco,via Vignola,5120391,1532923,9.42666611,46.236112,"(46.236112, 9.42666611)"
11832,Direzione Vento,°,110,Palidano di Gonzaga,22,MN,Gonzaga,strada Begozzo 9 - c/o ITA Strozzi,4980543,1639424,10.767532,44.96447231,"(44.96447231, 10.767532)"
11833,Direzione Vento,°,111,Moggio,"1,234",LC,Cassina Valsassina,SP 64 km10+900,5084533,1538610,9.49750669,45.91309714,"(45.91309714, 9.49750669)"
11834,Direzione Vento,°,114,Landriano (ersaf) *,88,PV,Landriano,c/o Cascina Marianna,5018638,1520741,9.26429397,45.32076661,"(45.32076661, 9.26429397)"
11835,Direzione Vento Scalare,°,1075,Edolo - via Morino 5,659,BS,Edolo,c/o centrale Enel,5114109,1603378,10.3388605,46.1725273,"(46.1725273, 10.3388605)"
11836,Direzione Vento,°,119,Cornalita,700,BG,San Giovanni Bianco,c\o agriturismo EDEN,5081200,1550237,9.64706978,45.88234925,"(45.88234925, 9.64706978)"
11837,Direzione Vento Scalare,°,125,Castello d` Agogna (ersaf) *,106,PV,Castello d'Agogna,SP 26 - c/o Ente Risi,5008922,1475121,8.68270731,45.23317633,"(45.23317633, 8.68270731)"
11838,Direzione Vento,°,127,Casatenovo tetto,360,LC,Casatenovo,via Monteregio 13,5061000,1524093,9.30914683,45.70195425,"(45.70195425, 9.30914683)"
11839,Direzione Vento,°,129,Capo di ponte,362,BS,Capo di Ponte,via Briscioli 42,5097897,1603931,10.34250956,46.02656822,"(46.02656822, 10.34250956)"
11840,Direzione Vento,°,132,Bergamo - Stezzano,211,BG,Bergamo,via Stezzano 24,5056562,1551349,9.65877947,45.66052617,"(45.66052617, 9.65877947)"
11841,Direzione Vento,°,134,Bargnano,93,BS,Corzano,via Silvio Pellico,5031679,1581299,10.03903128,45.43372814,"(45.43372814, 10.03903128)"
11842,Direzione Vento,°,136,Persico Dosimo,44,CR,Persico Dosimo,SP40 km14 - c/o ist. Agrario Stanga,5001693,1583242,10.05882758,45.16363125,"(45.16363125, 10.05882758)"
11843,Direzione Vento,°,137,Rivolta d` Adda (ersaf) *,102,CR,Rivolta d'Adda,c\o Ist. Spallanzani,5032437,1540748,9.52069894,45.44409211,"(45.44409211, 9.52069894)"
11844,Direzione Vento,°,139,Mantova Cerese,19,MN,Virgilio,via T.Nuvolari loc. Virgilio c/o campo sportivo,4997314,1641035,10.79265692,45.11504753,"(45.11504753, 10.79265692)"
11845,Direzione Vento,°,141,Vertemate,310,CO,Vertemate con Minoprio,viale Raimondi 54 - c/o Fond. Minoprio,5062852,1506680,9.08549392,45.71901203,"(45.71901203, 9.08549392)"
11846,Direzione Vento,°,142,Caiolo,274,SO,Caiolo,via Palù - c/o aeroporto di Caiolo,5111588,1561222,9.79252269,46.15492878,"(46.15492878, 9.79252269)"
11847,Direzione Vento,°,143,Livigno - Passo Foscagno,"2,250",SO,Livigno,SS 301 km22+950 - c/o ripetitori RAI,5149715,1592690,10.20750306,46.49442656,"(46.49442656, 10.20750306)"
11848,Direzione Vento,°,144,Spluga,"1,915",SO,Madesimo,SS36 km143+500 - Stuetta c/o diga EDIPOWER,5146535,1526752,9.34812689,46.47166819,"(46.47166819, 9.34812689)"
11849,Direzione Vento,°,145,Darfo (shake up),222,BS,Darfo Boario Terme,via De Amicis 6 - c/o asilo nido,5080810,1591399,10.17736553,45.87460256,"(45.87460256, 10.17736553)"
11850,Direzione Vento,°,146,Passo S.Marco,"1,824",BG,Mezzoldo,SP8 km59+400 - c/o rifugio Passo S.Marco 2000,5098512,1548671,9.62865208,46.03826483,"(46.03826483, 9.62865208)"
11851,Direzione Vento,°,148,Arconate (shake Up),182,MI,Arconate,via De Gasperi ang. via Dell'Usignolo,5043918,1488109,8.84732669,45.54852147,"(45.54852147, 8.84732669)"
11852,Direzione Vento Scalare,°,212,Canzo - M. Prasanto,"1,233",CO,Canzo,via San Miro,5077245,1524728,9.31813681,45.84814356,"(45.84814356, 9.31813681)"
11853,Direzione Vento Scalare,°,214,Bigarello,15,MN,Bigarello,via Carpaneta 7,5005643,1648276,10.887137,45.18849864,"(45.18849864, 10.887137)"
11854,Direzione Vento Scalare,°,832,Palù,"2,155",SO,Lanzada,SAN GIUSEPPE,5126947,1567978,9.88221942,46.29249997,"(46.29249997, 9.88221942)"
11855,Direzione Vento Scalare,°,833,Gerola - Pescegallo *,"1,845",SO,Gerola Alta,PESCEGALLO,5097009,1544831,9.57888786,46.02500064,"(46.02500064, 9.57888786)"
11856,Direzione Vento Scalare,°,835,Oga S. Colombano,"2,295",SO,Valdisotto,FORTE DI OGA,5146182,1603177,10.34333681,46.46111472,"(46.46111472, 10.34333681)"
11857,Direzione Vento Scalare,°,836,Aprica *,"1,950",SO,Aprica,MAGNOLTA,5111234,1589565,10.15944817,46.14860764,"(46.14860764, 10.15944817)"
11858,Direzione Vento Scalare,°,846,Pantano d`Avio *,"2,105",BS,Edolo,RIFUGIO GARIBALDI,5114565,1613558,10.47083922,46.17499883,"(46.17499883, 10.47083922)"
11859,Direzione Vento Scalare,°,847,Carisole,"1,950",BG,Carona,RIFUGIO MIRTILLO,5098976,1561712,9.79722861,46.04138761,"(46.04138761, 9.79722861)"
11860,Direzione Vento Scalare,°,848,La Vallaccia *,"2,655",SO,Livigno,LIVIGNO,5147863,1592569,10.20555831,46.47778008,"(46.47778008, 10.20555831)"
11861,Direzione Vento Scalare,°,900,Chiari *,140,BS,Chiari,CANALE TRAVAGLIATA,5041413,1573264,9.93777786,45.52222175,"(45.52222175, 9.93777786)"
11862,Direzione Vento Scalare,°,998,Laveno Molo (Comune Laveno),207,VA,Laveno Mombello,PIAZZA CADUTI DEL LAVORO,5084129,1470452,8.61868417,45.90991464,"(45.90991464, 8.61868417)"
11863,Direzione Vento Scalare,°,999,Poggio S.Elsa (Comune Laveno),951,VA,Laveno Mombello,POGGIO S.ELSA,5084036,1472514,8.64527508,45.90916289,"(45.90916289, 8.64527508)"
11864,Direzione Vento,°,1202,Vercana,980,CO,Vercana,area demaniale -  loc. Monti di Vercana,5114325,1525085,9.32468906,46.18185467,"(46.18185467, 9.32468906)"
11865,Direzione Vento,°,1273,Bagni di Masino,"1,191",SO,Val Masino,via Bagni,5121292,1546007,9.59643936,46.24345747,"(46.24345747, 9.59643936)"
11984,Umidità Relativa,%,851,Cavacca *,"1,147",BS,Treviso Bresciano,CIMA FANE,5064515,1616687,10.49916675,45.72416486,"(45.72416486, 10.49916675)"
14001,Umidità Relativa,%,1077,Oltre il Colle,"1,138",BG,Oltre il Colle,c/o Serbatoio idrico Loc.Zambla Bassa,5082282,1561236,9.7892408,45.8905182,"(45.8905182, 9.7892408)"
14004,Direzione Vento,°,1077,Oltre il Colle,"1,138",BG,Oltre il Colle,c/o Serbatoio idrico Loc.Zambla Bassa,5082282,1561236,9.7892408,45.8905182,"(45.8905182, 9.7892408)"
14005,Velocità Vento,m/s,1077,Oltre il Colle,"1,138",BG,Oltre il Colle,c/o Serbatoio idrico Loc.Zambla Bassa,5082282,1561236,9.7892408,45.8905182,"(45.8905182, 9.7892408)"
14014,Temperatura,°C,1077,Oltre il Colle,"1,138",BG,Oltre il Colle,c/o Serbatoio idrico Loc.Zambla Bassa,5082282,1561236,9.7892408,45.8905182,"(45.8905182, 9.7892408)"
14018,Precipitazione,mm,1077,Oltre il Colle,"1,138",BG,Oltre il Colle,c/o Serbatoio idrico Loc.Zambla Bassa,5082282,1561236,9.7892408,45.8905182,"(45.8905182, 9.7892408)"
14019,Radiazione Globale,W/mq,1077,Oltre il Colle,"1,138",BG,Oltre il Colle,c/o Serbatoio idrico Loc.Zambla Bassa,5082282,1561236,9.7892408,45.8905182,"(45.8905182, 9.7892408)"
14030,Direzione Vento,°,1211,Castronno,379,VA,Castronno,via Belvedere,5066166,1486085,8.82076322,45.74873297,"(45.74873297, 8.82076322)"
14038,Radiazione Globale,W/mq,836,Aprica *,"1,950",SO,Aprica,MAGNOLTA,5111234,1589565,10.15944817,46.14860764,"(46.14860764, 10.15944817)"
14039,Umidità Relativa,%,836,Aprica *,"1,950",SO,Aprica,MAGNOLTA,5111234,1589565,10.15944817,46.14860764,"(46.14860764, 10.15944817)"
14047,Direzione Vento,°,150,Pieve S. Giacomo,39,CR,Pieve San Giacomo,loc. Silvelletta,4997188,1594028,10.19519169,45.12173258,"(45.12173258, 10.19519169)"
14055,Umidità Relativa,%,1324,Limone Sul Garda,75,BS,Limone sul Garda,c/o Campo Sportivo Comunale - via Fasse,5074165,1639117,10.79005556,45.80683333,"(45.80683333, 10.79005556)"
14058,Temperatura,°C,1324,Limone Sul Garda,75,BS,Limone sul Garda,c/o Campo Sportivo Comunale - via Fasse,5074165,1639117,10.79005556,45.80683333,"(45.80683333, 10.79005556)"
14061,Velocità Vento,m/s,1324,Limone Sul Garda,75,BS,Limone sul Garda,c/o Campo Sportivo Comunale - via Fasse,5074165,1639117,10.79005556,45.80683333,"(45.80683333, 10.79005556)"
14062,Direzione Vento,°,1324,Limone Sul Garda,75,BS,Limone sul Garda,c/o Campo Sportivo Comunale - via Fasse,5074165,1639117,10.79005556,45.80683333,"(45.80683333, 10.79005556)"
14072,Umidità Relativa,%,1325,Memmo,"1,069",BS,Collio,via Santella - Loc. Memmo Collio,5073951,1602237,10.31552778,45.81136111,"(45.81136111, 10.31552778)"
14075,Temperatura,°C,1325,Memmo,"1,069",BS,Collio,via Santella - Loc. Memmo Collio,5073951,1602237,10.31552778,45.81136111,"(45.81136111, 10.31552778)"
14078,Velocità Vento,m/s,1325,Memmo,"1,069",BS,Collio,via Santella - Loc. Memmo Collio,5073951,1602237,10.31552778,45.81136111,"(45.81136111, 10.31552778)"
14079,Direzione Vento,°,1325,Memmo,"1,069",BS,Collio,via Santella - Loc. Memmo Collio,5073951,1602237,10.31552778,45.81136111,"(45.81136111, 10.31552778)"
14089,Umidità Relativa,%,1326,Toscolano Maderno,70,BS,Toscolano Maderno,c/o Campo sportivo,5054944,1626044,10.61687842,45.63641172,"(45.63641172, 10.61687842)"
14092,Temperatura,°C,1326,Toscolano Maderno,70,BS,Toscolano Maderno,c/o Campo sportivo,5054944,1626044,10.61687842,45.63641172,"(45.63641172, 10.61687842)"
14095,Velocità Vento,m/s,1326,Toscolano Maderno,70,BS,Toscolano Maderno,c/o Campo sportivo,5054944,1626044,10.61687842,45.63641172,"(45.63641172, 10.61687842)"
14096,Direzione Vento,°,1326,Toscolano Maderno,70,BS,Toscolano Maderno,c/o Campo sportivo,5054944,1626044,10.61687842,45.63641172,"(45.63641172, 10.61687842)"
14110,Direzione Vento,°,147,Milano - Parco Nord,142,MI,Cinisello Balsamo,Cinisello Balsamo nel parco nord,5043277,1516078,9.20560494,45.54266736,"(45.54266736, 9.20560494)"
14118,Precipitazione,mm,1325,Memmo,"1,069",BS,Collio,via Santella - Loc. Memmo Collio,5073951,1602237,10.31552778,45.81136111,"(45.81136111, 10.31552778)"
14119,Precipitazione,mm,1324,Limone Sul Garda,75,BS,Limone sul Garda,c/o Campo Sportivo Comunale - via Fasse,5074165,1639117,10.79005556,45.80683333,"(45.80683333, 10.79005556)"
14120,Precipitazione,mm,1326,Toscolano Maderno,70,BS,Toscolano Maderno,c/o Campo sportivo,5054944,1626044,10.61687842,45.63641172,"(45.63641172, 10.61687842)"
14121,Precipitazione,mm,1327,Milano - via Rosellini,122,MI,Milano,via Rosellini,5037085,1515146,9.1934614,45.4869499,"(45.4869499, 9.1934614)"
14125,Temperatura,°C,1328,Teglio,357,SO,Teglio,Teglio - Località San Giacomo,5112179,1580209,10.03847892,46.15827664,"(46.15827664, 10.03847892)"
14128,Precipitazione,mm,1328,Teglio,357,SO,Teglio,Teglio - Località San Giacomo,5112179,1580209,10.03847892,46.15827664,"(46.15827664, 10.03847892)"
14130,Temperatura,°C,1329,Lavena Ponte Tresa - via della Boschiva,269,VA,Lavena Ponte Tresa,c/o Campo sportivo - via della Boschiva,5090934,1488425,8.8505993,45.9710121,"(45.9710121, 8.8505993)"
14131,Precipitazione,mm,1329,Lavena Ponte Tresa - via della Boschiva,269,VA,Lavena Ponte Tresa,c/o Campo sportivo - via della Boschiva,5090934,1488425,8.8505993,45.9710121,"(45.9710121, 8.8505993)"
14132,Umidità Relativa,%,1329,Lavena Ponte Tresa - via della Boschiva,269,VA,Lavena Ponte Tresa,c/o Campo sportivo - via della Boschiva,5090934,1488425,8.8505993,45.9710121,"(45.9710121, 8.8505993)"
14139,Temperatura,°C,1330,Olgiate Comasco - Via Repubblica,400,CO,Olgiate Comasco,Via Repubblica,5068854,1497899,8.9729786,45.7723808,"(45.7723808, 8.9729786)"
14145,Umidità Relativa,%,1330,Olgiate Comasco - Via Repubblica,400,CO,Olgiate Comasco,Via Repubblica,5068854,1497899,8.9729786,45.7723808,"(45.7723808, 8.9729786)"
14148,Radiazione Globale,W/mq,1325,Memmo,"1,069",BS,Collio,via Santella - Loc. Memmo Collio,5073951,1602237,10.31552778,45.81136111,"(45.81136111, 10.31552778)"
14159,Direzione Vento,°,140,Motta Visconti (shake Up),100,MI,Motta Visconti,via A. de Gasperi - c/o campo sportivo comunale,5014293,1499131,8.98857592,45.28196356,"(45.28196356, 8.98857592)"
14161,Radiazione Globale,W/mq,1202,Vercana,980,CO,Vercana,area demaniale -  loc. Monti di Vercana,5114325,1525085,9.32468906,46.18185467,"(46.18185467, 9.32468906)"
14165,Umidità Relativa,%,1219,Casalbuttano *,56,CR,Casalbuttano ed Uniti,CASALBUTTANO ED UNITI,5011856,1575627,9.96349494,45.25595928,"(45.25595928, 9.96349494)"
14171,Precipitazione,mm,1341,Bosisio Parini,266,LC,Bosisio Parini,Bosisio Parini,5072279,1522322,9.28691933,45.80353008,"(45.80353008, 9.28691933)"
14180,Radiazione Globale,W/mq,1342,Lago Reguzzo,"2,445",SO,Ponte in Valtellina,Ponte in Valtellina,5105248,1575015,,,
14182,Direzione Vento,°,1342,Lago Reguzzo,"2,445",SO,Ponte in Valtellina,Ponte in Valtellina,5105248,1575015,,,
14186,Velocità Vento,m/s,1342,Lago Reguzzo,"2,445",SO,Ponte in Valtellina,Ponte in Valtellina,5105248,1575015,,,
14191,Umidità Relativa,%,1342,Lago Reguzzo,"2,445",SO,Ponte in Valtellina,Ponte in Valtellina,5105248,1575015,,,
14194,Temperatura,°C,1342,Lago Reguzzo,"2,445",SO,Ponte in Valtellina,Ponte in Valtellina,5105248,1575015,,,
14197,Precipitazione,mm,1342,Lago Reguzzo,"2,445",SO,Ponte in Valtellina,Ponte in Valtellina,5105248,1575015,,,
14207,Radiazione Globale,W/mq,1343,Passo Marinelli,"3,050",SO,Lanzada,Chiesa Valmalenco,5133330,1570441,,,
14209,Direzione Vento,°,1343,Passo Marinelli,"3,050",SO,Lanzada,Chiesa Valmalenco,5133330,1570441,,,
14213,Velocità Vento,m/s,1343,Passo Marinelli,"3,050",SO,Lanzada,Chiesa Valmalenco,5133330,1570441,,,
14218,Umidità Relativa,%,1343,Passo Marinelli,"3,050",SO,Lanzada,Chiesa Valmalenco,5133330,1570441,,,
14221,Temperatura,°C,1343,Passo Marinelli,"3,050",SO,Lanzada,Chiesa Valmalenco,5133330,1570441,,,
14224,Precipitazione,mm,1343,Passo Marinelli,"3,050",SO,Lanzada,Chiesa Valmalenco,5133330,1570441,,,
14229,Direzione Vento,°,1345,Piazzatorre,366,BG,Piazzatorre,CENTRO SPORTIVO -v.dei Tigli,5093568,1553716,,,
14234,Velocità Vento,m/s,1345,Piazzatorre,366,BG,Piazzatorre,CENTRO SPORTIVO -v.dei Tigli,5093568,1553716,,,
14238,Umidità Relativa,%,1345,Piazzatorre,366,BG,Piazzatorre,CENTRO SPORTIVO -v.dei Tigli,5093568,1553716,,,
14241,Precipitazione,mm,1345,Piazzatorre,366,BG,Piazzatorre,CENTRO SPORTIVO -v.dei Tigli,5093568,1553716,,,
14242,Temperatura,°C,1345,Piazzatorre,366,BG,Piazzatorre,CENTRO SPORTIVO -v.dei Tigli,5093568,1553716,,,
14248,Direzione Vento,°,1346,MADESIMO ALPE MOTTA,"1,880",SO,Campodolcino,,5141149,1528370,9.36887356,46.42313106,"(46.42313106, 9.36887356)"
14253,Precipitazione,mm,1346,MADESIMO ALPE MOTTA,"1,880",SO,Campodolcino,,5141149,1528370,9.36887356,46.42313106,"(46.42313106, 9.36887356)"
14255,Radiazione Globale,W/mq,1346,MADESIMO ALPE MOTTA,"1,880",SO,Campodolcino,,5141149,1528370,9.36887356,46.42313106,"(46.42313106, 9.36887356)"
14257,Temperatura,°C,1346,MADESIMO ALPE MOTTA,"1,880",SO,Campodolcino,,5141149,1528370,9.36887356,46.42313106,"(46.42313106, 9.36887356)"
14265,Umidità Relativa,%,1346,MADESIMO ALPE MOTTA,"1,880",SO,Campodolcino,,5141149,1528370,9.36887356,46.42313106,"(46.42313106, 9.36887356)"
14269,Velocità Vento,m/s,1346,MADESIMO ALPE MOTTA,"1,880",SO,Campodolcino,,5141149,1528370,9.36887356,46.42313106,"(46.42313106, 9.36887356)"
14275,Direzione Vento,°,1347,Piani di Bobbio,"1,713",LC,Barzio,Piani di Bobbio,5089690,1538861,9.50116161,45.95949567,"(45.95949567, 9.50116161)"
14280,Precipitazione,mm,1347,Piani di Bobbio,"1,713",LC,Barzio,Piani di Bobbio,5089690,1538861,9.50116161,45.95949567,"(45.95949567, 9.50116161)"
14282,Radiazione Globale,W/mq,1347,Piani di Bobbio,"1,713",LC,Barzio,Piani di Bobbio,5089690,1538861,9.50116161,45.95949567,"(45.95949567, 9.50116161)"
14284,Temperatura,°C,1347,Piani di Bobbio,"1,713",LC,Barzio,Piani di Bobbio,5089690,1538861,9.50116161,45.95949567,"(45.95949567, 9.50116161)"
14292,Umidità Relativa,%,1347,Piani di Bobbio,"1,713",LC,Barzio,Piani di Bobbio,5089690,1538861,9.50116161,45.95949567,"(45.95949567, 9.50116161)"
14296,Velocità Vento,m/s,1347,Piani di Bobbio,"1,713",LC,Barzio,Piani di Bobbio,5089690,1538861,9.50116161,45.95949567,"(45.95949567, 9.50116161)"
14317,Temperatura,°C,823,Piazza Brembana (IP radio) *,510,BG,Piazza Brembana,PIAZZA BREMBANA,5088301,1552172,9.67277767,45.94611233,"(45.94611233, 9.67277767)"
14320,Umidità Relativa,%,823,Piazza Brembana (IP radio) *,510,BG,Piazza Brembana,PIAZZA BREMBANA,5088301,1552172,9.67277767,45.94611233,"(45.94611233, 9.67277767)"
14328,Direzione Vento,°,166,Mantova - Lunetta 2 (meteo),25,MN,Mantova,campo sportivo Stefano Filippi,5002140,1643388,10.82394014,45.15799358,"(45.15799358, 10.82394014)"
14339,Direzione Vento Scalare,°,133,Bema,800,SO,Bema,pressi  ripetitori RAI,5105988,1544010,9.569112,46.1058615,"(46.1058615, 9.569112)"
14340,Velocità Vento Scalare,m/s,133,Bema,800,SO,Bema,pressi  ripetitori RAI,5105988,1544010,9.569112,46.1058615,"(46.1058615, 9.569112)"
14348,Temperatura,°C,1359,Lago Della Vacca,"2,401",BS,Breno,,5090261,1611962,10.44445247,45.95659733,"(45.95659733, 10.44445247)"
14351,Umidità Relativa,%,1359,Lago Della Vacca,"2,401",BS,Breno,,5090261,1611962,10.44445247,45.95659733,"(45.95659733, 10.44445247)"
14355,Direzione Vento,°,1359,Lago Della Vacca,"2,401",BS,Breno,,5090261,1611962,10.44445247,45.95659733,"(45.95659733, 10.44445247)"
14360,Velocità Vento,m/s,1359,Lago Della Vacca,"2,401",BS,Breno,,5090261,1611962,10.44445247,45.95659733,"(45.95659733, 10.44445247)"
14365,Precipitazione,mm,1359,Lago Della Vacca,"2,401",BS,Breno,,5090261,1611962,10.44445247,45.95659733,"(45.95659733, 10.44445247)"
14367,Temperatura,°C,1360,Clusone SP 671,564,BG,Clusone,SP 671,5081264,1572437,9.93314133,45.88094706,"(45.88094706, 9.93314133)"
14370,Umidità Relativa,%,1360,Clusone SP 671,564,BG,Clusone,SP 671,5081264,1572437,9.93314133,45.88094706,"(45.88094706, 9.93314133)"
14374,Direzione Vento,°,1360,Clusone SP 671,564,BG,Clusone,SP 671,5081264,1572437,9.93314133,45.88094706,"(45.88094706, 9.93314133)"
14379,Velocità Vento,m/s,1360,Clusone SP 671,564,BG,Clusone,SP 671,5081264,1572437,9.93314133,45.88094706,"(45.88094706, 9.93314133)"
14384,Precipitazione,mm,1360,Clusone SP 671,564,BG,Clusone,SP 671,5081264,1572437,9.93314133,45.88094706,"(45.88094706, 9.93314133)"
14385,Radiazione Globale,W/mq,1360,Clusone SP 671,564,BG,Clusone,SP 671,5081264,1572437,9.93314133,45.88094706,"(45.88094706, 9.93314133)"
14390,Direzione Vento,°,100,Milano - Lambrate,120,MI,Milano,parco Lambro - acquedotto,5038191,1520147,9.25751572,45.49678183,"(45.49678183, 9.25751572)"
14391,Velocità Vento Scalare,m/s,100,Milano - Lambrate,120,MI,Milano,parco Lambro - acquedotto,5038191,1520147,9.25751572,45.49678183,"(45.49678183, 9.25751572)"
14399,Temperatura,°C,1365,Bione San Bernardo,911,BS,Bione,,5057952,1603423,,,
14402,Umidità Relativa,%,1365,Bione San Bernardo,911,BS,Bione,,5057952,1603423,,,
14405,Radiazione Globale,W/mq,1365,Bione San Bernardo,911,BS,Bione,,5057952,1603423,,,
14406,Precipitazione,mm,1365,Bione San Bernardo,911,BS,Bione,,5057952,1603423,,,
14408,Direzione Vento,°,1365,Bione San Bernardo,911,BS,Bione,,5057952,1603423,,,
14413,Velocità Vento,m/s,1365,Bione San Bernardo,911,BS,Bione,,5057952,1603423,,,
14443,Precipitazione,mm,1366,Porlezza,291,CO,Porlezza,sommità sponda torrente,5098275,1510922,9.140555,46.03778,"(46.03778, 9.140555)"
14445,Temperatura,°C,1366,Porlezza,291,CO,Porlezza,sommità sponda torrente,5098275,1510922,9.140555,46.03778,"(46.03778, 9.140555)"
14446,Umidità Relativa,%,1366,Porlezza,291,CO,Porlezza,sommità sponda torrente,5098275,1510922,9.140555,46.03778,"(46.03778, 9.140555)"
14451,Radiazione Globale,W/mq,1366,Porlezza,291,CO,Porlezza,sommità sponda torrente,5098275,1510922,9.140555,46.03778,"(46.03778, 9.140555)"
14452,Direzione Vento,°,1366,Porlezza,291,CO,Porlezza,sommità sponda torrente,5098275,1510922,9.140555,46.03778,"(46.03778, 9.140555)"
14453,Velocità Vento,m/s,1366,Porlezza,291,CO,Porlezza,sommità sponda torrente,5098275,1510922,9.140555,46.03778,"(46.03778, 9.140555)"
14465,Direzione Vento,°,1367,Bagolino,775,BS,Bagolino,tornante SP669,5077162,1612801,10.452199,45.83860244,"(45.83860244, 10.452199)"
14466,Velocità Vento,m/s,1367,Bagolino,775,BS,Bagolino,tornante SP669,5077162,1612801,10.452199,45.83860244,"(45.83860244, 10.452199)"
14473,Umidità Relativa,%,1367,Bagolino,775,BS,Bagolino,tornante SP669,5077162,1612801,10.452199,45.83860244,"(45.83860244, 10.452199)"
14476,Precipitazione,mm,1367,Bagolino,775,BS,Bagolino,tornante SP669,5077162,1612801,10.452199,45.83860244,"(45.83860244, 10.452199)"
14477,Radiazione Globale,W/mq,1367,Bagolino,775,BS,Bagolino,tornante SP669,5077162,1612801,10.452199,45.83860244,"(45.83860244, 10.452199)"
14478,Temperatura,°C,1367,Bagolino,775,BS,Bagolino,tornante SP669,5077162,1612801,10.452199,45.83860244,"(45.83860244, 10.452199)"
14499,Precipitazione,mm,1371,Brembilla,468,BG,Brembilla,,5073667,1547360,,,
14500,Temperatura,°C,1371,Brembilla,468,BG,Brembilla,,5073667,1547360,,,
14501,Umidità Relativa,%,1371,Brembilla,468,BG,Brembilla,,5073667,1547360,,,
14502,Direzione Vento,°,1371,Brembilla,468,BG,Brembilla,,5073667,1547360,,,
14503,Velocità Vento,m/s,1371,Brembilla,468,BG,Brembilla,,5073667,1547360,,,
14517,Precipitazione,mm,1372,Garzeno,581,CO,Garzeno,V.le Parco Rimembranze,5108782,1519172,9.2478209,46.1321526,"(46.1321526, 9.2478209)"
14518,Temperatura,°C,1372,Garzeno,581,CO,Garzeno,V.le Parco Rimembranze,5108782,1519172,9.2478209,46.1321526,"(46.1321526, 9.2478209)"
14519,Umidità Relativa,%,1372,Garzeno,581,CO,Garzeno,V.le Parco Rimembranze,5108782,1519172,9.2478209,46.1321526,"(46.1321526, 9.2478209)"
14527,Precipitazione,mm,1375,Varano Borghi,241,VA,Varano Borghi,Boffalora,5068153,1477658,,,
14528,Temperatura,°C,1375,Varano Borghi,241,VA,Varano Borghi,Boffalora,5068153,1477658,,,
14529,Umidità Relativa,%,1375,Varano Borghi,241,VA,Varano Borghi,Boffalora,5068153,1477658,,,
14530,Direzione Vento,°,1375,Varano Borghi,241,VA,Varano Borghi,Boffalora,5068153,1477658,,,
14531,Velocità Vento,m/s,1375,Varano Borghi,241,VA,Varano Borghi,Boffalora,5068153,1477658,,,
14545,Precipitazione,mm,1376,Puegnago Del Garda-Laghi Di Sovenigo,291,BS,Puegnago sul Garda,Laghi di Sovenigo,5048481,1617080,10.5003309,45.5798378,"(45.5798378, 10.5003309)"
14546,Temperatura,°C,1376,Puegnago Del Garda-Laghi Di Sovenigo,291,BS,Puegnago sul Garda,Laghi di Sovenigo,5048481,1617080,10.5003309,45.5798378,"(45.5798378, 10.5003309)"
14547,Umidità Relativa,%,1376,Puegnago Del Garda-Laghi Di Sovenigo,291,BS,Puegnago sul Garda,Laghi di Sovenigo,5048481,1617080,10.5003309,45.5798378,"(45.5798378, 10.5003309)"
14548,Direzione Vento,°,1376,Puegnago Del Garda-Laghi Di Sovenigo,291,BS,Puegnago sul Garda,Laghi di Sovenigo,5048481,1617080,10.5003309,45.5798378,"(45.5798378, 10.5003309)"
14549,Velocità Vento,m/s,1376,Puegnago Del Garda-Laghi Di Sovenigo,291,BS,Puegnago sul Garda,Laghi di Sovenigo,5048481,1617080,10.5003309,45.5798378,"(45.5798378, 10.5003309)"
14567,Precipitazione,mm,1378,Tignale-Oldesio,374,BS,Tignale,Oldesio,5065803,1633924,10.7209063,45.7326393,"(45.7326393, 10.7209063)"
